window,dso,trafo,direction,status,n_inner_f20,n_inner_f10,delta_n_inner_f10_minus_f20,censored_f20,censored_f10,final_delta_mvar_f20,final_delta_mvar_f10,residual_mvar_f20,residual_mvar_f10,v_min_pu_f20,v_min_pu_f10,v_max_pu_f20,v_max_pu_f10,step_mvar_f20,step_mvar_f10,headroom_end_mvar_f20,headroom_end_mvar_f10,tap_moves_f20,tap_moves_f10,command_delivery_error_mvar_f20,command_delivery_error_mvar_f10
d_gen_trip_spring,DSO_4,DSO_4|trafo_10,down,still_censored,46,46,0,True,True,5.779449425346729,5.728999402921479,2.950824827633563,2.9181769158096795,1.022931283409478,1.0230013021482804,1.048709649507854,1.0496288087250527,-10.0,-10.0,146.4618578642243,146.39874818017032,0,0,0.0,0.0
d_gen_trip_spring,DSO_4,DSO_4|trafo_11,up,still_censored,46,46,0,True,True,4.274905593419165,4.224282003903674,2.290400353405854,2.189875927173114,1.0151265174407162,1.015191077962513,1.0393611597155643,1.0398823217158475,10.0,10.0,75.20434093116762,75.14546296136326,0,0,0.0,0.0
d_gen_trip_spring,DSO_4,DSO_4|trafo_9,up,still_censored,46,46,0,True,True,1.2778939577870323,1.264963153521169,0.582401293008191,0.6048396308292112,1.0167554322294017,1.016800049140586,1.0437430974635655,1.0450982307061822,10.0,10.0,26.377808460155745,26.34715694354561,0,0,0.0,0.0
d_gen_trip_summer,DSO_4,DSO_4|trafo_10,up,rescued,46,30,-16,True,False,3.3841797009459063,0.5531430342035053,1.7069516101876978,0.2355743185692791,1.0159002879421355,1.016201207013776,1.0367953187539145,1.0395599809486713,10.0,10.0,114.96788640595788,113.57308166781878,0,0,0.0,0.0
d_gen_trip_summer,DSO_4,DSO_4|trafo_11,down,rescued,46,18,-28,True,False,1.0483536749636606,0.1681342357416859,0.5775087198241202,0.1425849032634083,1.020743606562436,1.0208698899174633,1.050850113484348,1.054065127669647,-10.0,-10.0,88.83018690868248,88.38894964159132,0,0,0.0,0.0
d_gen_trip_summer,DSO_4,DSO_4|trafo_9,down,both_converged,2,2,0,False,False,0.1706789650618958,0.0294707927121002,0.0394273769529309,0.0188373211809267,1.0216115281852645,1.021955826369758,1.044426535123521,1.0476106495364668,-10.0,-10.0,31.182295563671907,31.138893290878528,0,0,0.0,0.0
d_gen_trip_winter,DSO_4,DSO_4|trafo_10,down,both_converged,0,1,1,False,False,0.003684333335201,0.0016590714179685,0.7909059952570701,0.3547114186494653,1.030021101416298,1.030057198013043,1.0589477066899742,1.0610713159216818,-10.0,-10.0,39.34527440078455,38.7952306692034,0,0,0.0,0.0
d_gen_trip_winter,DSO_4,DSO_4|trafo_11,up,both_converged,1,1,0,False,False,0.000756461772891,0.0003232334887499,0.1101271247878656,0.0849309297349591,1.027989244331004,1.0280593841485297,1.0418891918173172,1.0449090346108023,10.0,10.0,29.241587916883308,29.331926945371908,0,0,0.0,0.0
d_gen_trip_winter,DSO_4,DSO_4|trafo_9,up,both_converged,2,2,0,False,False,9.727665550718356e-05,4.085183277435789e-05,0.0015294068778048,0.0025182751885393,1.0240753476117528,1.024126037794748,1.044418516693466,1.0475319933201306,10.0,10.0,8.66937241584736,8.663506216611761,0,0,0.0,0.0
d_quiet_spring,DSO_4,DSO_4|trafo_10,up,still_censored,46,46,0,True,True,5.42264985100775,1.9613429678836187,2.7392666277147484,0.9228758931330568,1.0147352480848824,1.0157137980617488,1.038830762752461,1.0411115127159998,10.0,10.0,112.97366068091456,111.5004701046784,0,0,0.0,0.0
d_quiet_spring,DSO_4,DSO_4|trafo_11,down,rescued,46,26,-20,True,False,3.7613463634002233,0.5298987271781481,1.899235392530949,0.3104823310655433,1.0196660779207904,1.0205166063050757,1.0526117790999892,1.055534134843007,-10.0,-10.0,95.69691404017804,93.90843955956451,0,0,0.0,0.0
d_quiet_spring,DSO_4,DSO_4|trafo_9,down,both_converged,2,2,0,False,False,0.386735132821423,0.0978805476033084,0.1422659620884534,0.0124624923392975,1.0209301125591408,1.021516256254596,1.043705595304201,1.0482606761377522,-10.0,-10.0,32.56158244386455,32.38165306241356,0,0,0.0,0.0
