window,dso,direction,variant,trafo,group,n_inner,censored,n_inner_tracking,tracking_censored,steady_state_offset_mvar,final_delta_mvar,capability_limited,headroom_end_mvar,n_inner_cap,step_mvar,raw_step_mvar,step_cap_mvar,step_capped,command_delivery_error_mvar,band_width_mvar,q_set_after_mvar,q_actual_after_mvar,residual_mvar,tap_moves,v_min_pu,v_max_pu,v_violation,z_slack_max,n_inner_flat_0.02,n_inner_flat_0.05,n_inner_flat_0.1,n_inner_flat_0.25,n_inner_flat_1,unconverged_flat_0.02,unconverged_flat_0.05,unconverged_flat_0.1,unconverged_flat_0.25,unconverged_flat_1
d_gen_trip_spring,DSO_4,up,frozen_ofo,DSO_4|trafo_11,DSO_4,6,False,4,False,0.050895438032171114,8.006336114796397e-05,False,74.95872693943276,46,10.0,81.01676559569032,10.0,True,0.0,197.05090645537652,13.38036349077663,13.329468052744458,0.050895438032171114,0,1.0191241176540289,1.038629198122865,False,0.0,9,7,6,4,2,False,False,False,False,False
d_gen_trip_spring,DSO_4,up,frozen_ofo,DSO_4|trafo_9,DSO_4,11,False,8,False,0.02137619795067991,1.5002466012603577e-05,False,27.609194979205704,46,10.0,35.79044566345762,10.0,True,0.0,85.51648379223732,14.477219670948593,14.455843472997913,0.02137619795067991,0,1.0194097004277276,1.043259652781862,False,0.0,17,13,11,8,3,False,False,False,False,False
d_gen_trip_spring,DSO_4,down,frozen_ofo,DSO_4|trafo_10,DSO_4,5,False,3,False,0.13855486013660911,0.0008007882885334716,False,140.76502873518928,46,-10.0,-143.07462661026898,10.0,True,0.0,264.497777180363,-2.2458928991835574,-2.1073380390469483,0.13855486013660911,0,1.0256822347490193,1.0557250783474308,False,0.0,8,6,5,4,0,False,False,False,False,False
d_ramp_up_autumn,DSO_4,up,frozen_ofo,DSO_4|trafo_10,DSO_4,8,False,6,False,0.07779188458632724,0.001996851673961686,False,43.4553209077606,46,10.0,52.98801274218171,10.0,True,0.0,108.64230114622319,-10.796876058574288,-10.71908417398796,0.07779188458632724,0,1.0198162072126227,1.0347249548793775,False,0.0,21,12,8,4,2,False,False,False,False,False
d_ramp_up_autumn,DSO_4,down,frozen_ofo,DSO_4|trafo_9,DSO_4,0,False,46,True,5.067108566984191,0.022636288199027632,False,6.722193214038767,46,-5.98427237621,-5.98427237621,10.0,False,0.0,12.936041082897706,-11.481416622108647,-6.414308055124455,5.067108566984191,0,1.02133661835337,1.043155030017688,False,0.0,46,0,0,0,0,True,False,False,False,False
d_ramp_up_autumn,DSO_4,down,frozen_ofo,DSO_4|trafo_11,DSO_4,17,False,13,False,0.04593469997995214,0.00043947244116893103,False,19.401157527044255,46,-10.0,-24.36257748254608,10.0,True,0.0,55.09545091446155,-26.044253755674255,-26.090188455654207,0.04593469997995214,0,1.0218672621985962,1.0519692023529694,False,0.0,26,21,17,9,2,False,False,False,False,False
d_gen_trip_winter,DSO_4,up,frozen_ofo,DSO_4|trafo_9,DSO_4,11,False,8,False,0.007464062493029111,2.2696297694579926e-05,False,8.649954568636812,46,10.0,15.82042096465572,10.0,True,0.0,32.50340060159613,-1.5839159104977245,-1.5764518480046954,0.007464062493029111,0,1.0241152234292086,1.049363693607045,False,0.0,17,13,11,8,3,False,False,False,False,False
d_quiet_spring,DSO_4,up,frozen_ofo,DSO_4|trafo_10,DSO_4,5,False,2,False,0.060243237472744404,0.0005061762402807091,False,110.60396539947041,46,10.0,117.17796088216565,10.0,True,0.0,256.85576387450186,2.853392842408674,2.9136360798814183,0.060243237472744404,0,1.0168804703158734,1.036925649654435,False,0.0,16,6,5,3,0,False,False,False,False,False
d_quiet_spring,DSO_4,down,frozen_ofo,DSO_4|trafo_9,DSO_4,11,False,8,False,0.06934453153242082,9.300622498464861e-05,False,32.26375103914308,46,-10.0,-38.79199648806663,10.0,True,0.0,84.84456516574542,-11.828849005219716,-11.898193536752137,0.06934453153242082,0,1.0213724202244636,1.0492416105823783,False,0.0,18,13,11,8,3,False,False,False,False,False
d_gen_trip_winter,DSO_4,up,frozen_ofo,DSO_4|trafo_11,DSO_4,9,False,6,False,0.11452010704542914,0.0002476357166152354,False,29.253212405017937,46,10.0,34.12645347144865,10.0,True,0.0,75.53506703249741,-19.7661211363908,-19.651601029345372,0.11452010704542914,0,1.0282964156158407,1.0461090335701195,False,0.0,16,12,9,6,2,False,False,False,False,False
